Gene.symbol	Gene.ID	adj.P.Val	logFC
ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1	729171///728747///441430///441425///440482///84210	0.501097572825818	-0.342715446333334
KRTAP5-AS1	338651	0.501229878163645	-0.235504690388891
ZMYM6	9204	0.501284944020198	-0.150555478444447
		0.501284944020198	-0.329869188333334
		0.501429523000653	0.295038114333333
		0.501429523000653	0.347516697388886
		0.501429523000653	-0.236544651444444
		0.501429523000653	0.557120974666666
C1QL4	338761	0.50148602532146	0.211071005444445
BRF2	55290	0.50148602532146	-0.240918316999999
		0.50148602532146	-0.157353707666668
		0.501628390006999	0.179990273944445
DNAJC19	131118	0.501822441125114	-0.302332765500002
SLC41A2	84102	0.502101630920687	-0.372566870888888
		0.502101630920687	-0.402194992222224
		0.502101630920687	0.285075658666667
SLC12A1	6557	0.502189183103248	0.192818432555555
GJB3	2707	0.502321256227794	0.18963812261111
		0.502321256227794	0.632186377666668
		0.502361900716426	0.726396699333337
		0.502361900716426	-0.184800444722223
PCDHB11	56125	0.502361900716426	-0.175049825555556
		0.502361900716426	-0.387401362388888
		0.502361900716426	-0.152550262222223
C6orf222	389384	0.502361900716426	0.227943075666666
		0.502393899588415	-0.348829514277777
		0.502460336594824	0.398552998666667
LINC00544	440131	0.502511628825384	0.268038985166668
TAS2R40	259286	0.502511628825384	0.156988584333333
		0.502511628825384	-0.32535759238889
LOC202181	202181	0.502515897176771	-0.284442729888889
C7orf69	80099	0.502515897176771	0.151759009111111
IGSF3	3321	0.502545962226386	0.226323157166666
		0.502636588460138	-0.386372801888888
F13A1	2162	0.502656536926566	0.672252322333337
		0.50281929127254	0.232370861277778
		0.502881254594831	-0.238738421833333
ZNF530	348327	0.502960548029189	-0.212423436944444
NAP1L2	4674	0.503014505553277	-0.260389354833333
CHKA	1119	0.503165572102322	-0.254454470555557
MRPL51///SPTLC1	51258///10558	0.503165572102322	-0.309117606944442
NPHP3-ACAD11///NPHP3	100532724///27031	0.503262029056893	-0.233411319611113
		0.503300284413038	0.373084526166666
CRX	1406	0.503367803908501	-0.183429344388889
LOC100131860	100131860	0.503367803908501	-0.345841942500001
CFAP126	257177	0.503395174492719	-0.221228149166667
		0.503395174492719	-0.341186714888888
ELP6	54859	0.503654503187039	-0.236381905444444
CPSF4L	642843	0.503736005734281	0.241419047499998
POLRMT	5442	0.503966641682361	-0.285662144111111
PPP1R3B	79660	0.504042079226919	0.2587089875
		0.504126665873886	-0.374078456166664
SLC9B1	150159	0.504126665873886	-0.265357669722223
		0.504126665873886	0.320952642166666
FDFT1///FDFT1	2222///2222	0.504171515988989	-0.266182204055553
		0.50428973093635	0.339269625222222
MMP12	4321	0.50428973093635	-0.133378528166667
		0.50428985863368	0.297715433500001
NBEAL1	65065	0.50428985863368	0.314952544222222
ADCY5	111	0.504295434156375	0.216879306055556
		0.504339771843734	-0.18967812277778
MYO1D	4642	0.504416635589218	-0.435494453277777
ASZ1	136991	0.504527434394626	0.146477594555556
UNC5D	137970	0.504672973507973	0.180205427666666
ZNF560	147741	0.504783301354585	0.183230857055557
		0.504783301354585	0.286312038166668
		0.504815221453924	-0.237966761444445
OPN1MW2///OPN1LW///OPN1MW	728458///5956///2652	0.505010309690922	0.158911285611112
ZNF208	7757	0.505110037718031	-0.368258027444445
		0.505132231723354	-0.35919985977778
SI	6476	0.505272427901651	0.093096848388889
IFT74	80173	0.505416467987125	-0.359170087666667
		0.505537012952575	-0.390623329666667
VPS45	11311	0.505566139786013	0.26809118666667
OR6C4	341418	0.505709145660082	0.128225338611112
		0.50571668331662	0.217243496722222
		0.50571668331662	0.391602625
UBE2D2	7322	0.505742793530853	0.216986370222221
		0.505742793530853	-0.352372117777776
		0.505762666499464	-0.133069343555555
PM20D1	148811	0.505834125305412	0.245605937111113
RNASE10	338879	0.505834125305412	-0.159091749388888
		0.505834125305412	-0.0873960749999996
LOC100133091	100133091	0.505935942017944	-0.236017778277778
		0.50593646534327	-0.455852369277775
GPC5	2262	0.50593646534327	-0.215591447277778
		0.505995486075536	-0.340126181722222
		0.50601567754986	-0.254672090333335
		0.50601567754986	-0.625211860444443
SOX15	6665	0.50601567754986	0.208162648555555
		0.506102336914765	-0.517319065944445
		0.506158237883065	0.387684229944445
CLCN1	1180	0.506162244526387	0.196102319999998
CLECL1	160365	0.506162244526387	-0.505078864055558
EPB41L2	2037	0.506314155181695	-0.483391449055555
SYNGR1	9145	0.50634864231903	-0.291194603333333
SDAD1	55153	0.50638452773095	-0.291335862833335
FAM69C	125704	0.506441924503144	-0.223532190055556
		0.50646898919304	0.23512079177778
DEFB106B///DEFB106A	503841///245909	0.50646898919304	-0.152684172722223
LY6G6D	58530	0.506515471603808	-0.285338674722222
EIF2B3	8891	0.506515471603808	-0.253261091777777
		0.506641487769822	-0.196841750999999
KCNT2	343450	0.506643905923316	-0.122879258055555
PREB	10113	0.506665881909242	0.226425438499999
ZNF195	7748	0.506665881909242	-0.34655656611111
		0.506665881909242	-0.360675544777778
		0.506665881909242	-0.253012845444444
ZNF430	80264	0.506835166587001	0.519737123666664
REEP6	92840	0.506927469533312	-0.201823947333334
SREBF1	6720	0.506927469533312	0.161293876444446
ALKBH6	84964	0.506943253871211	-0.197221048555551
TALDO1	6888	0.506943253871211	0.195068355055556
		0.506943253871211	-0.295768782555555
GGNBP1	449520	0.507016319188884	0.177410301944445
		0.507016319188884	-0.282298388500002
JPH2	57158	0.507210630531668	0.157226566166666
		0.507291964936122	0.124659810388888
JMJD1C	221037	0.507347023322043	0.223600276666668
VAMP8	8673	0.507530668149048	-0.210222168611113
		0.507530668149048	0.296254679333334
EID2B	126272	0.507570581481858	-0.222002111333333
MCL1	4170	0.507721954972002	0.386396557222223
MYLK	4638	0.507740893338034	-0.229219926111112
MS4A8	83661	0.508004299931374	0.166552367
		0.508124496996625	-0.343529874944447
		0.508126501733252	0.212992971944444
LINC00597	81698	0.508155406921318	-0.310332675777778
		0.508155406921318	0.229587100777776
CDK16	5127	0.508192605947208	0.286418187111113
		0.508227992222505	0.315404160166666
		0.508233293249463	-0.453713521888891
MIR137///MIR137HG	406928///400765	0.508300064285557	0.186065038833333
		0.508300064285557	-0.275890492222223
ADGRG2	10149	0.508300064285557	0.158623274000001
		0.508300064285557	0.161782401388888
		0.508300064285557	-0.103651902944444
COX8C	341947	0.508470336893933	0.215124578777779
		0.508564122242602	-0.162761331666667
SIM2	6493	0.508763572896102	0.181188745333333
DCLK2	166614	0.508847922246591	-0.244772795722223
CDH16	1014	0.508868641979794	0.162935485666667
		0.508939378098188	-0.477501361333332
PP2672	100130249	0.508939378098188	-0.192332943055556
DYDC1	143241	0.508939378098188	0.1477768995
TTTY8B///TTTY8///TTTY8B	100101118///84673///100101118	0.508963312264944	0.216080655333334
LSM7	51690	0.50907585997004	-0.228461528888888
		0.509193095406819	-0.364369890611112
SENP5	205564	0.509202310389029	-0.272398831388887
SOAT2	8435	0.509240486564222	0.204112642222221
FBXW2	26190	0.509280683302055	-0.228055187722221
GTF2IRD2B///GTF2IRD2	389524///84163	0.509280683302055	0.227639850166666
		0.509280683302055	0.242889741
PTPA	5524	0.509280683302055	-0.334096817888888
ARHGEF34P///OR2A7///OR2A25///OR2A4	728377///401427///392138///79541	0.509280683302055	-0.448192699333332
		0.509579833529401	-0.108662564555555
		0.509713450383078	-0.189243236666667
		0.50976185795835	-0.343499136111111
		0.50976185795835	0.356277324777779
		0.50976185795835	-0.223060162055555
LOC100129312	100129312	0.510202900594768	0.2103927605
ADIG	149685	0.510202900594768	0.249701771944444
SSBP3-AS1	619518	0.510202900594768	0.221835224166665
		0.510253193057045	0.249355665722224
		0.510253193057045	-0.348625301888888
		0.510253193057045	-0.119155453166668
LOC102723968	102723968	0.510298899275365	-0.269283742888889
		0.510317412127445	0.124763615444445
		0.510317412127445	-0.605699860888889
MYL12A	10627	0.510319777348812	-0.285184366833334
RABEP1	9135	0.510319777348812	-0.236708403277779
		0.51038547868817	0.421669362333334
KDM8	79831	0.51038547868817	0.198741202555556
EPYC	1833	0.510386631822671	0.157281842277778
		0.510386631822671	-0.416098767944444
HKDC1	80201	0.510386631822671	0.207535680388891
CAPN9	10753	0.510444899160434	0.142151851444446
PRSS23	11098	0.510446127568922	-0.273002648111111
		0.510526572586848	0.134804332166667
		0.510526572586848	-0.29817449372222
PRUNE2	158471	0.510526572586848	0.183066177777775
		0.510527378989898	-0.680531942388892
		0.510527378989898	0.389919156277777
FAM228A	653140	0.510527378989898	0.211163453611111
		0.510527378989898	0.220021639055556
EXOSC4	54512	0.510527378989898	0.272961499888889
		0.510606818784381	-0.482803098000001
		0.510675562187527	0.309303187111111
		0.510681001743824	0.234494645777779
MGC10814	84757	0.510690614931055	0.214358166388889
ZNRF3	84133	0.510690614931055	-0.2497900995
LOC102724093///GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	102724093///100133220///647042///643707///642402///440295///374650	0.510856182291282	-0.332098948111108
ZHX3	23051	0.510866417272403	0.182782944277777
		0.510866417272403	-0.343486122888889
OR7E13P	10820	0.511146492456592	0.165753472944444
LY6H	4062	0.511179076192786	0.181284641277778
		0.511253041455824	0.198704887222222
		0.51136985624003	-0.223973604333334
LRRC37B	114659	0.511450868776983	0.659428939388889
		0.511465426204935	-0.22583019911111
HCN4	10021	0.511465426204935	0.230435638666665
OGFOD3	79701	0.51148056752815	0.196073772166668
		0.511633963493134	-0.124143882333335
		0.511658482927566	0.2092498595
		0.511677619704088	0.254611739999999
		0.511797033181301	-0.355703683555554
CTBP1-AS2	92070	0.511843806579029	-0.290775672388889
		0.511865680675128	0.137556437666666
FLRT3	23767	0.511865680675128	-0.117388726000001
		0.511871116444283	-0.132935907111112
NKX2-4	644524	0.511970735472918	0.226765512444445
DCAF10	79269	0.511983019142768	0.198638693611114
ERVK-19///ERVK-9///ERVK-6///ERVK-4	100862685///100616102///64006///60359	0.511984632109717	-0.280732598222222
DCDC2	51473	0.511984632109717	0.17264957638889
		0.512111206695484	-0.114283538055556
ACTC1	70	0.512111206695484	0.190838787944443
CTTN	2017	0.512124083667583	-0.360917311611112
ZNF365	22891	0.512261985882468	0.114021318499999
		0.51230335425558	0.671976441444448
CWC25	54883	0.51230335425558	0.219964913722222
IFNA2	3440	0.51230335425558	0.143501111722221
		0.51230335425558	-0.1585638505
		0.512344348553454	0.357565212611112
TIFAB///DCANP1	497189///140947	0.512356584430045	-0.336520659944444
		0.512385167767427	0.176459528611111
XPA	7507	0.512385167767427	0.200075007277782
		0.512534332551456	-0.218458731944447
		0.512576028525507	-0.574974639388889
NDUFB6	4712	0.512587069488995	0.385000639777778
		0.512593623383946	-0.373835454611111
RNF2	6045	0.512648449154259	0.305011103500002
ACACB	32	0.512673409648816	0.244815828944443
FAAP24///FAAP24	91442///91442	0.512673409648816	0.236273599944445
SPRY3	10251	0.512780074419322	0.234057589777778
EPHB1	2047	0.512780074419322	-0.231403742111112
KLRC3	3823	0.512780074419322	-0.4365194555
OPN4	94233	0.512780074419322	0.184484339166668
1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	100506173///100132285///553128///115653///57292///3813///3812///3811///3810///3809///3808///3806///3805///3804///3803///3802///3813///3812///3811///3810///3808///3802	0.512780074419322	0.487011693611111
KIAA1024	23251	0.512887386121863	0.313290669111112
OXNAD1	92106	0.513155536921032	-0.214421344333332
		0.51338209735861	0.362866393555555
AFP	174	0.51338209735861	0.122535189888889
LSMEM1	286006	0.513393442346319	-0.338477464833334
		0.513579419181255	0.175984358833333
TLX2	3196	0.513606069529372	-0.234270201277776
GIPR	2696	0.513606069529372	0.251193386277778
LOC731157	731157	0.513606069529372	-0.317123801388889
OR4K1	79544	0.513606069529372	0.158804028944444
MIR216A	406998	0.513606069529372	0.146696413166667
		0.513606069529372	0.147306663611111
ITGAE	3682	0.513606069529372	-0.241323297222221
		0.513606069529372	-0.436399368500001
PDCD6IP	10015	0.513649742157508	0.209334238777775
RPUSD3	285367	0.513720302452643	-0.211993228388891
EIF4B	1975	0.513789703589801	-0.146403470555557
		0.513789703589801	0.481785540277778
		0.513885235133321	0.157118723055556
GC	2638	0.514060328080965	0.121576111833333
FAM106CP///FAM106A	100129396///80039	0.514060328080965	0.24207502338889
UMOD	7369	0.514060328080965	0.178584465166667
FAM222B	55731	0.514060328080965	-0.200341499944444
		0.514060328080965	0.190171462722222
		0.514138306605038	0.195085248666667
		0.514189615624589	-0.172882494555556
DGAT2L6	347516	0.514189615624589	-0.148030454555556
PRDX1	5052	0.514271155002207	-0.283991697499998
MIR301A	407027	0.514511668621713	-0.0851011307222223
HOXA11	3207	0.514555832652984	-0.213645365833334
		0.514555832652984	-0.290541446999999
		0.514555832652984	-0.214395412777778
LOC100130815	100130815	0.514555832652984	-0.198906083499999
		0.514555832652984	0.223117699111112
C2orf69	205327	0.514555832652984	0.171041839666667
		0.514555832652984	0.203334264722223
		0.51469907834858	-0.234226399055557
		0.514710319218379	-0.118633831055556
GDF15	9518	0.514786493392098	-0.317965465222221
FOXD4L5///FOXD4L6///FOXD4L3///FOXD4L1///FOXD4	653427///653404///286380///200350///2298	0.514786493392098	0.230792530777782
		0.514823011662671	-0.0933609789999994
UBXN7	26043	0.514823011662671	-0.152434366666666
		0.514854246876899	0.31629371
		0.514854246876899	-0.2202549115
TBC1D17	79735	0.514902314076301	0.208652596277778
		0.514905426777068	0.139390056
		0.514990787924694	-0.589089224388888
XIRP1	165904	0.515038997735652	-0.162729594499999
FNTA	2339	0.515038997735652	0.176551490444448
LOC730098///CCL27	730098///10850	0.515142397447694	0.187369919555553
SHC3	53358	0.515160878071116	0.170741405333333
OR4N4	283694	0.515160878071116	-0.1972863765
		0.515160878071116	-0.350401600555555
ZBTB26	57684	0.515201554838683	-0.205730500277776
USH1G	124590	0.515201554838683	0.196687572944445
TGDS	23483	0.515201554838683	-0.26907583622222
KRT7	3855	0.515222007166026	-0.178836941333333
COQ5	84274	0.515267541503948	-0.287924036666665
IL2RG	3561	0.515267541503948	-0.432266019722224
ETFB	2109	0.515267541503948	-0.239087546444447
		0.515267541503948	-0.360756917777778
		0.515267541503948	-0.28092479988889
		0.515267541503948	-0.207407195
LINC00917	732275	0.515267541503948	0.540580503555557
		0.515292481678293	0.131267962611112
		0.515292481678293	0.454767880277777
CIB3	117286	0.515313348280781	0.227721168222221
SEC24B	10427	0.515313348280781	-0.163601809166664
SNORD4A	26773	0.515313348280781	0.565285800166667
		0.515434891735552	0.231859911500001
		0.515434891735552	-0.171334886055555
THG1L	54974	0.515436257826276	-0.286768732499998
HPSE2	60495	0.51547460475626	-0.213545544055555
PDZRN4	29951	0.515493714682974	-0.154900792222222
		0.515493714682974	-0.392880057888888
PACS2	23241	0.515562296611657	0.221057475111112
SPINT3	10816	0.515562296611657	-0.162881514888889
		0.515562296611657	-0.287461705888889
SLC30A5	64924	0.515562296611657	0.205322968333336
DMGDH	29958	0.515566843953805	-0.16355186411111
HS3ST3A1	9955	0.515879248834024	-0.243347639611111
LINC01152	102606463	0.515968962205888	0.108638028388889
COL4A3	1285	0.515968962205888	0.17832196211111
OBP2B	29989	0.515968962205888	0.205492361555556
		0.51597020277706	0.6027218975
MIR376C	442913	0.51597020277706	-0.10314626488889
AKR7L	246181	0.516023769445874	-0.248451592722224
FAM109B	150368	0.5160340352239	0.185091378722222
DNAJC10	54431	0.516081650605105	-0.272648659499998
		0.516104287669188	-0.304839960888887
NQO1	1728	0.516109697681061	-0.295502046944445
		0.516172473192397	-0.360135978666668
EFS	10278	0.5161973595688	0.176797387722221
BLOC1S6	26258	0.516242582485304	0.19441718427778
ZNF570	148268	0.516242582485304	-0.350644568222221
		0.516242582485304	-0.244000214999998
		0.516242582485304	-0.393300541722222
TEX19	400629	0.5162867748108	-0.221669740722222
		0.516291619888076	0.437869350166668
		0.516291619888076	-0.275893097722222
TXLNB	167838	0.516291619888076	-0.291513220111111
LOC284023	284023	0.516345848526114	0.192852058777777
		0.516392485008777	-0.157697768444444
		0.516462415385212	-0.380068510388888
MLLT3	4300	0.516563224652184	-0.579633948888888
C11orf87	399947	0.516563224652184	-0.186015124611112
CNKSR1	10256	0.516563224652184	0.168745343888888
		0.516563224652184	-0.220706936999997
MIR34B	407041	0.516563224652184	-0.170861043333333
MIR183	406959	0.516729335873183	0.174131707944444
UBQLN4	56893	0.516775057386699	-0.265379438944445
		0.516788723091994	0.374993746500001
		0.516788723091994	-0.247914054277775
		0.516788723091994	0.512234841333333
		0.516788723091994	-0.206715341111111
PVALB	5816	0.516788723091994	0.23756555211111
CXCL5	6374	0.516788723091994	-0.302167741277779
RBM10	8241	0.516788723091994	-0.153765417444444
		0.516789129334657	0.397846175166666
CELA3B	23436	0.516790981071251	0.187047088166667
POU5F1P4	645682	0.516794912302542	0.230854992777778
OR8J3	81168	0.516794912302542	-0.116005282
CHRM2	1129	0.516913593053134	-0.180558945499999
LSMEM2	132228	0.516938929409254	0.199011342000001
		0.516938929409254	0.213067246222221
		0.516947004072259	-0.591465040388888
		0.517021347444658	-0.465104454777777
		0.517026513710018	0.357005527
PDX1	3651	0.517026513710018	0.196852715333335
ABLIM2	84448	0.517026513710018	0.18257892138889
		0.517026513710018	-0.257833409888889
OSBPL9	114883	0.517026513710018	0.268303566
		0.517026513710018	-0.123398980055555
PLPPR4	9890	0.517026513710018	0.138481282055554
		0.517286634035006	-0.356329985555556
FLJ46365	401459	0.517300169633284	0.209048515222221
		0.517324379629169	0.485179768722223
ZNF684	127396	0.517346196227944	0.221210976055554
VPS8///VPS8	23355///23355	0.51736315019009	0.168956868166668
		0.517463968191511	0.218266803166666
FAM118A	55007	0.517494523964101	0.323277914500002
NUTF2	10204	0.517603130048276	-0.229093358277778
TRAPPC6A	79090	0.517630703436184	-0.286298992166666
		0.517630703436184	-0.167614055944445
CSPG4P5///CSPG4P1Y	114817///114758	0.51763210883756	0.214403603555555
ZSWIM1	90204	0.517656534433078	0.514777944277778
CACNB4	785	0.517656534433078	-0.334984033222222
SERHL2///SERHL	253190///94009	0.517656534433078	0.247753000833334
		0.517669072972193	0.198354950222221
MED13L	23389	0.517702890727822	-0.182994045388888
		0.517711235297582	0.127025891666667
FBXW12	285231	0.517866403017288	-0.133176934833332
		0.517958284302834	0.568888553888888
PGK2	5232	0.518016908211741	0.191387235555555
DEFB131	644414	0.518214465696687	-0.111965139055555
AIMP1	9255	0.518214465696687	0.275178707944444
RPL26L1	51121	0.518243528868593	0.214957110777777
CPSF2	53981	0.518243528868593	-0.251727222555552
		0.518245305425923	-0.269504317777777
MAGEB10	139422	0.518248191527949	-0.202772150222221
		0.518407778816195	0.195183728333334
KIR2DL5B///KIR2DL5A	553128///57292	0.518407778816195	-0.272535359944444
NYX	60506	0.518437533951785	0.238964089555555
		0.518437533951785	0.598795520222223
WWC1	23286	0.518437533951785	-0.195620646944445
		0.518437533951785	-0.21478681188889
WDR45B	56270	0.518482616871899	0.187764051111108
		0.518577033803302	0.18837600988889
CYSRT1	375791	0.518582953920133	0.214630871388887
TMC2	117532	0.518596231369325	-0.166224533444444
		0.518596231369325	0.233700908277778
IWS1	55677	0.518596231369325	-0.166360481333332
		0.518622823862793	0.270241879555556
		0.518622823862793	-0.400083094833333
ABCA5	23461	0.518638705680036	-0.402778985055558
MAEL	84944	0.518650503607377	-0.109205384388889
BLCAP	10904	0.51878041402083	0.205264612166667
GSTA5	221357	0.51878041402083	0.167623728777778
		0.518829390821018	0.518047214611111
OR4S2	219431	0.518856384536702	0.144789974444445
		0.518893443678793	0.461327245000001
		0.518969883958124	0.130565980111112
PNPLA7	375775	0.519081084002442	-0.180231735055557
PPM1F	9647	0.519081084002442	0.207869449111111
PROKR1///PROKR1	10887///10887	0.519160735731116	0.202236846055555
WDR61	80349	0.519160735731116	0.327790560444446
PCGF6	84108	0.519160735731116	0.718367971166664
		0.519160735731116	-0.118620414166666
GPR135	64582	0.519160735731116	-0.191303999388889
RNF26	79102	0.519160735731116	0.270182429
		0.519160735731116	0.345912659777778
		0.519160735731116	-0.116684660944444
DSCAM	1826	0.519484361608992	0.155518209500001
NDUFAF7	55471	0.51958344034655	-0.191358740055554
DDIT4	54541	0.519653253350928	-0.471349960277779
LYPD4	147719	0.519699352459677	0.206107756166667
		0.519707639469065	-0.174914930277778
LRFN5	145581	0.519741634060394	-0.161201669666666
BCCIP	56647	0.51982124315802	-0.316421999111114
		0.519840624189078	-0.172440351999999
CCDC155	147872	0.519894468400189	0.217311034222223
TIMM8B	26521	0.520038932546513	0.319189437777776
		0.520074157466253	-0.677481914333335
		0.520227515911268	0.590167389777778
OR5B2	390190	0.520246502221053	-0.1427447415
TNR	7143	0.520306180569352	0.259747822333334
		0.520306180569352	-0.224541830444445
PCNX3	399909	0.520338492962721	0.172048932722223
		0.520415143777006	0.232260307777777
PMFBP1	83449	0.520427129192458	-0.388700757666666
KIAA1549L	25758	0.52045150153574	0.199579754555555
OC90	729330	0.52045150153574	0.169665105
		0.520485546524524	0.194089432722222
		0.520485546524524	-0.265309489888888
HNRNPK	3190	0.520485546524524	-0.198185965555558
		0.520485546524524	-0.334514577333334
REG4	83998	0.520582950046137	0.150141142777778
GPR143	4935	0.520654868510649	-0.208310456333334
		0.520716116608238	-0.183410510444445
		0.520722021997977	-0.265823691
CHTF8	54921	0.520722021997977	0.221997669666665
TIPARP	25976	0.520722021997977	0.330972832888889
MORC4	79710	0.520736259988867	0.242473667555556
PRUNE2	158471	0.520844195546446	-0.156354187222223
THAP12	5612	0.52088196262786	0.249568230222222
TACSTD2	4070	0.52091538741008	-0.265907413555556
ACTR3BP2///ACTR3BP5	440888///399746	0.521010433317417	-0.293957338
		0.521010433317417	0.366142952611112
		0.521091565972331	-0.246008110888888
CHRNA2	1135	0.521103477265019	0.144005296
CLIC6	54102	0.521209181228956	-0.216594924944446
		0.521209181228956	-0.479519687277778
		0.521262857662134	0.187522156833333
RNF207	388591	0.52135793645947	0.187339195944445
TMC4	147798	0.521465538111485	0.190941081999999
CYSRT1	375791	0.521584779076359	-0.293697894722223
THAP4	51078	0.521615022730978	-0.168208310777777
ZNF473	25888	0.521678303092806	0.36011459438889
CLEC9A	283420	0.521678303092806	-0.427626666666667
		0.521678303092806	-0.198628008888889
		0.521678303092806	-0.183670381444444
		0.521678303092806	-0.446936785055556
		0.521780967528657	-0.128490886722222
IMPACT	55364	0.521805743207011	0.27599741638889
		0.521968989868321	0.169940532222222
		0.522084065208755	-0.377387392277777
NTPCR	84284	0.522194924231384	-0.260658224055556
NMRK1	54981	0.522201757010501	0.360155966499999
HMHB1	57824	0.522254177770094	0.187515509555556
		0.522490693219332	-0.359242704999998
		0.522490693219332	0.0959543030555552
		0.522495639968711	-0.349613044777777
SNORA70D	100379141	0.522521573705288	0.2239785115
TIGIT	201633	0.522531226977087	-0.233210369611111
LINC01561	404216	0.522664170556307	0.208879586000001
		0.522684883777303	0.178585636388888
		0.522773623366996	-0.270082911999999
		0.522849907248797	-0.268106138888888
MGAT4D	152586	0.522965307343325	-0.111723726166667
		0.522965307343325	0.446291300111111
KRTAP15-1	254950	0.522975017375466	0.161253882333334
SYNGR3	9143	0.523142278030463	0.177567531111112
		0.52317834662462	-0.580441696111111
OR56B4	196335	0.523219786717952	0.168029327277778
		0.523219786717952	0.30999699388889
		0.52333185378316	0.294104380944444
RYR3	6263	0.52333185378316	-0.179644436777778
IL17B	27190	0.523553432481237	0.207963895444446
OR4A15	81328	0.523661183169243	0.140973470833333
		0.523661183169243	0.230952996333334
USPL1	10208	0.523662051166649	-0.292919812666664
		0.523759519102298	0.195395996222222
		0.523763639673556	0.1816566505
		0.523836449442722	0.179214482444444
LCA10	100996465	0.523839718982607	0.186201052388888
ACTBL2	345651	0.524012421752637	-0.146302655499999
		0.524141811355317	-0.281580590388889
		0.52424158834157	0.449649645999998
NPAP1	23742	0.524294981796197	-0.236235314499998
ANKRD26	22852	0.524445788316283	-0.249775724722221
		0.524463761726719	-0.201758476666665
		0.524470416911493	-0.404816498055558
KRTAP9-6///KRTAP9-7///KRTAP9-1///KRTAP9-4///KRTAP9-8///KRTAP9-3///KRTAP9-2///KRTAP9-9	100507608///100505724///728318///85280///83901///83900///83899///81870	0.524554677661685	0.188392939666666
GAPVD1	26130	0.524672138163498	-0.207358673444445
		0.524854923180105	-0.0959850635555553
		0.524854923180105	-0.110039675555555
MIR128-1	406915	0.524911953708577	0.263955819611111
KIAA1324	57535	0.524954875148674	0.350949312500001
PTCHD4	442213	0.524992933432821	0.335796248055556
GGCT	79017	0.525138685803657	-0.281337175666668
		0.525177546364092	-0.402950148333333
		0.525285000490706	-0.245548213777776
FLG2	388698	0.525285000490706	0.172515899
		0.525285000490706	0.250461845000001
CLN6	54982	0.525285000490706	0.322569321888888
FBLN2	2199	0.525293199656524	-0.238369709166666
		0.525319758382205	0.251489106166665
LGR4	55366	0.52556080672254	0.323612463555556
		0.525655754910301	-0.39497840188889
CTU2	348180	0.525661985542136	-0.156370092055553
ERGIC2	51290	0.525661985542136	0.37331273711111
		0.525707170771837	0.150948821666667
		0.525716733952694	0.237864477944444
GDAP1	54332	0.525716733952694	-0.188310928666664
LRRC52	440699	0.525764296387064	-0.260345212833334
		0.525796661451208	0.142720215333334
TAZ	6901	0.525796661451208	0.183012787
LOC107987020///LOC107987020	107987020///107987020	0.525938572512807	-0.310005630222221
STARD4	134429	0.525938572512807	-0.421286627055561
VPS41	27072	0.52599567820227	-0.288594858
GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	100133220///647042///643707///642402///440295///374650	0.526047349802317	0.277117895888888
M6PR	4074	0.526086922610447	0.247379370055553
CRYBB3	1417	0.526219285054064	0.19627117938889
LIMCH1	22998	0.526265799105495	0.164906979055555
SRGAP1	57522	0.526402349833506	0.237093770833332
GCG	2641	0.526463093008736	-0.128070704055556
RPL26	6154	0.526463093008736	0.361560966666666
		0.526512603672112	0.116268629444446
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///440452///414060///414059///84218	0.526566147751181	0.302749577055557
PWAR6	100506965	0.526566147751181	-0.181242252055556
LINC01165	100128830	0.52669594102991	0.262911103777777
FLJ43879	401039	0.526705783917038	-0.137831116444444
		0.526733065154071	0.289851143222224
		0.526914877332163	0.238966343166668
SRGN	5552	0.526960302870694	0.213757528888891
TRAP1	10131	0.526960302870694	0.227429075055555
ATP1A1	476	0.527021244651435	0.133979608222218
MISP3	113230	0.527052630165583	0.182732403666666
ARHGAP18	93663	0.527325783999459	0.31486629388889
		0.527451134478554	-0.367704383888888
HIST2H3D///HIST2H3A///HIST2H3C	653604///333932///126961	0.527584039229569	0.405942510833331
		0.527584039229569	-0.143762917833334
		0.52760444581638	-0.245454359499998
		0.52768783950324	-0.185697189833333
ZNHIT3	9326	0.52768783950324	0.249417434611111
		0.52768783950324	0.331589843055558
MIR222	407007	0.528002733866487	0.320389435166669
		0.528228843841425	0.0958555100555563
LOC102724229	102724229	0.528228843841425	-0.299135416277776
SLC17A2	10246	0.528397182237114	0.144226476111111
SDHAF4	135154	0.528397182237114	-0.257948940777778
		0.528499921980999	-0.890906364277779
		0.528499921980999	-0.206323599611111
